symbol,flag,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
JINDALSTEL,1,5.57,581.15,547.95,574.5,567.87,587.79,601.07,620.99,554.59,534.67,521.39
SHRIRAMFIN,1,4.88,1500.9,1404.7,1469.85,1458.48,1512.26,1554.68,1608.46,1416.06,1362.28,1319.86
