symbol,flag,percent_return,prev_high,prev_low,prev_close,PIVOT,RES1,RES2,RES3,SUP1,SUP2,SUP3
HDFCAMC,1,11.39,2127.7,1894.0,2108.05,2043.25,2192.5,2276.95,2426.2,1958.8,1809.55,1725.1
PEL,1,5.9,841.0,793.9,840.0,824.97,856.04,872.07,903.14,808.94,777.87,761.84
SHRIRAMFIN,1,5.92,1572.7,1456.05,1556.8,1528.52,1600.99,1645.17,1717.64,1484.34,1411.87,1367.69
ZEEL,-1,-6.13,185.8,170.1,173.9,176.6,183.1,192.3,198.8,167.4,160.9,151.7
